,t1 average,t1 standard deviation,t2 average,t2 standard deviation,m error average,m standard deviation,rates,Probability of Inseertion
0,22.22222222222222,28.55435308752264,4.652777777777778,4.351790287192583,38.895833333333336,16.41014834637396,0.25,0.0
1,1.6041666666666665,0.560696697900957,1.6458333333333335,0.6346097639251509,2.9375,3.275474414323655,0.25,0.0025
2,1.7361111111111112,0.7236897483396126,2.0347222222222223,0.7463581848706804,3.375,3.660743321603779,0.25,0.005
3,1.7708333333333335,0.641562942554555,2.131944444444444,0.7359473088190653,3.96875,3.3124181069541594,0.25,0.0075
4,1.4791666666666665,0.748938291726905,1.8680555555555558,0.6179775231639113,2.1666666666666665,2.9991318188213514,0.25,0.01
5,1.75,0.8150778195067339,2.1875,0.9279347422111477,4.104166666666666,4.180757424066707,0.25,0.0125
6,1.6319444444444442,0.669517918973914,2.5972222222222223,0.8839925911649756,4.854166666666667,3.742527276676373,0.25,0.015
7,1.5347222222222223,0.6543642070224339,2.6736111111111116,0.7073454440091446,4.083333333333334,3.6564725715731368,0.25,0.0175
8,1.4166666666666665,0.6448992647913278,3.0,0.7032771611762313,5.677083333333333,3.8036526441698117,0.25,0.02
9,1.4513888888888888,0.6318681272598845,2.9097222222222223,0.9460515329972358,5.71875,4.294889061269349,0.25,0.0225
10,1.6180555555555558,0.702419484863603,3.444444444444444,0.985621944400565,6.677083333333333,4.018714359613863,0.25,0.025
11,1.3680555555555558,0.6285009968857804,3.6111111111111116,1.29992877297751,7.114583333333333,4.4158681471547085,0.25,0.0275
12,1.409722222222222,0.5357133671361908,3.430555555555556,0.9593392466293957,6.729166666666666,3.835314252661269,0.25,0.03
13,1.3263888888888888,0.4750223354072969,3.4097222222222228,1.0262516823041503,5.583333333333333,4.237727378363707,0.25,0.0325
14,1.4375,0.6269645051681481,3.875,1.0110309797307442,7.385416666666667,3.260915829734204,0.25,0.035
15,1.3263888888888888,0.4987929102182093,3.9097222222222223,1.0584527127187724,7.385416666666666,4.2112072488842855,0.25,0.0375
16,1.2708333333333333,0.5789767874192975,4.451388888888889,1.1188747861298138,8.239583333333334,3.9970556654937335,0.25,0.04
17,1.2083333333333333,0.6589542313486921,4.173611111111112,1.1376814398776027,8.604166666666666,3.7840468306651105,0.25,0.0425
18,1.2430555555555556,0.5826301979222019,4.166666666666666,0.8827915878928168,8.0,3.565118433438705,0.25,0.045
19,1.3333333333333335,0.5833333333333334,4.430555555555555,0.9127652667026531,8.885416666666666,2.7025378697624203,0.25,0.0475
20,1.1388888888888888,0.620508552880241,4.506944444444445,1.0979911159662181,8.666666666666666,2.2901510139435493,0.25,0.05
21,1.1666666666666667,0.646094630534056,4.506944444444445,1.0513210017713104,8.708333333333332,4.152893903987649,0.25,0.0525
22,1.236111111111111,0.6332785063987776,4.958333333333334,1.1777745020918808,10.239583333333334,3.8254986739203907,0.25,0.055
23,1.0625,0.5620711671252852,4.819444444444445,1.1343915266795979,9.072916666666666,3.068216744797465,0.25,0.0575
24,1.0555555555555558,0.5457467417885694,4.958333333333334,1.0623865226257296,9.0,3.5094119482075943,0.25,0.06
25,0.9930555555555556,0.4298268923734384,5.465277777777778,1.113517359763119,9.197916666666668,2.574223689613369,0.25,0.0625
26,1.0416666666666665,0.4959325297599201,5.604166666666667,1.353561118168398,10.15625,4.015689174800648,0.25,0.065
27,0.951388888888889,0.4846704843448399,5.888888888888888,1.4569437824381506,10.739583333333334,3.7378129514091825,0.25,0.0675
28,0.9444444444444443,0.488288773090193,5.888888888888888,1.245671518043259,10.114583333333334,3.322884012378738,0.25,0.07
29,0.861111111111111,0.5038432540893626,6.048611111111112,1.4020040495441772,10.083333333333334,2.861380785564899,0.25,0.0725
30,0.8472222222222221,0.40229856549889553,6.034722222222222,1.2375732613306145,10.520833333333334,2.5966558354502385,0.25,0.075
31,0.9722222222222221,0.4969039949999532,6.513888888888888,1.3720507090294252,11.197916666666668,3.074858143746906,0.25,0.0775
32,0.7916666666666667,0.4629398142360822,6.590277777777779,1.34512652004868,11.458333333333332,3.119439497374132,0.25,0.08
33,0.798611111111111,0.4400279697900247,6.756944444444445,1.4585152003000081,10.96875,3.8147050772489464,0.25,0.0825
34,0.9097222222222221,0.5520287359446445,6.736111111111112,1.5425422938756206,12.125,3.7416573867739413,0.25,0.085
35,0.6597222222222222,0.43783056294855877,6.909722222222223,1.328096631868422,12.520833333333334,4.0386049399651744,0.25,0.08750000000000001
36,0.7430555555555556,0.5136542257007597,7.333333333333333,1.1107638346184556,12.395833333333334,3.2150227880650823,0.25,0.09
37,0.7916666666666666,0.47931760907603876,7.090277777777777,1.3593916293150594,11.40625,3.265836815299666,0.25,0.0925
38,0.6875,0.41660879227696235,7.5069444444444455,1.5447135806667514,12.8125,2.3473352208171905,0.25,0.095
39,0.5347222222222222,0.29389033290970595,7.826388888888888,1.0593635624314286,12.927083333333332,2.7973938454191414,0.25,0.0975
40,0.5625,0.4096045028627397,7.819444444444445,1.1744942436619523,12.520833333333332,2.882161973048859,0.25,0.1
41,0.548611111111111,0.3485391692036001,8.347222222222223,1.2468324062931295,13.635416666666668,3.6502800263587085,0.25,0.10250000000000001
42,0.5694444444444444,0.3510895738823483,7.979166666666667,1.157016137567922,13.447916666666666,2.6809310869650407,0.25,0.105
43,0.5625,0.40486766242078914,8.01388888888889,1.3826945200594631,13.302083333333334,3.749291020942789,0.25,0.1075
44,0.48611111111111105,0.49593252975992014,9.243055555555555,1.157016137567922,14.520833333333332,2.8360128261346067,0.25,0.11
45,0.5902777777777779,0.36844842763561975,9.32638888888889,1.4148783647497891,14.572916666666668,3.467967879793263,0.25,0.1125
46,0.5763888888888888,0.4452575028308456,9.770833333333334,1.4066743186995663,15.333333333333334,3.8743278987027754,0.25,0.115
47,0.6180555555555556,0.3594378970724315,9.277777777777777,1.6075151440255875,15.270833333333334,3.920377231707287,0.25,0.11750000000000001
48,0.4444444444444445,0.30932024237944566,9.722222222222223,1.2028130608117202,14.9375,3.1726232355015695,0.25,0.12
49,0.5486111111111112,0.5214810786903958,10.11111111111111,1.2741494379088572,16.489583333333336,3.3630027247073246,0.25,0.1225
50,0.4722222222222222,0.37371177908538084,9.958333333333332,1.3373060030071697,16.125,3.111359117099078,0.25,0.125
51,0.4722222222222222,0.408248290463863,10.347222222222223,1.2680030718115225,16.1875,4.1578552664404596,0.25,0.1275
52,0.4722222222222222,0.408248290463863,10.32638888888889,1.4189626003214855,16.083333333333336,3.756706965178709,0.25,0.13
